SOV_A3,SOVEREIGNTY,ADMIN,RISK_TYPE,RISK_MEDIAN,RISK_MEAN,RISK_STD,RISK_MAX,RISK_MIN
CHL,Chile,Chile,Risk Preparation,3.0,3.1142982305773,0.8225751252858063,10,1
TCD,Chad,Chad,Risk Preparation,10.0,9.961657454722426,2.318660130565968,63,1
CAF,Central African Republic,Central African Republic,Risk Preparation,10.0,10.007200242534486,1.2413507332501446,63,1
CPV,Cabo Verde,Cabo Verde,Risk Preparation,10.0,10.0,0.0,10,10
CAN,Canada,Canada,Risk Preparation,1.0,1.0487082851934821,0.6603045279981432,10,1
CMR,Cameroon,Cameroon,Risk Preparation,8.0,8.0716851317853,0.6670493476559568,63,1
KHM,Cambodia,Cambodia,Risk Preparation,10.0,9.772055137844612,0.8597347827726824,10,6
MMR,Myanmar,Myanmar,Risk Preparation,8.0,7.929034671988027,0.545865971930562,10,3
BDI,Burundi,Burundi,Risk Preparation,10.0,9.95701754385965,0.2760845593341636,10,8
BFA,Burkina Faso,Burkina Faso,Risk Preparation,8.0,8.162218515429524,0.5181835364411566,10,8
BGR,Bulgaria,Bulgaria,Risk Preparation,3.0,3.329593589009731,0.9196761616927541,10,1
BRN,Brunei,Brunei,Risk Preparation,1.0,1.5,0.8660254037844386,3,1
BRA,Brazil,Brazil,Risk Preparation,6.0,6.004115969430297,0.140252165734473,10,1
BWA,Botswana,Botswana,Risk Preparation,6.0,6.110028149190711,0.48731054628953513,10,1
BIH,Bosnia and Herzegovina,Bosnia and Herzegovina,Risk Preparation,6.0,5.602993585174626,1.2561658128987419,6,1
BOL,Bolivia,Bolivia,Risk Preparation,8.0,7.898070797523889,0.49428053202775263,8,3
BTN,Bhutan,Bhutan,Risk Preparation,1.0,3.0736196319018405,7.734215008746599,63,1
BEN,Benin,Benin,Risk Preparation,10.0,9.988460007958615,0.1333180887420518,10,8
BLZ,Belize,Belize,Risk Preparation,3.0,3.3996175908221797,1.3374156205532148,8,1
BEL,Belgium,Belgium,Risk Preparation,1.0,1.0028195488721805,0.15927331852442028,10,1
BLR,Belarus,Belarus,Risk Preparation,3.0,3.0,0.0,3,3
BRB,Barbados,Barbados,Risk Preparation,1.0,1.0,0.0,1,1
BGD,Bangladesh,Bangladesh,Risk Preparation,8.0,7.997501469723692,1.417273836324138,63,1
BHR,Bahrain,Bahrain,Risk Preparation,1.0,1.0,0.0,1,1
BHS,The Bahamas,The Bahamas,Risk Preparation,1.0,1.0,0.0,1,1
AZE,Azerbaijan,Azerbaijan,Risk Preparation,8.0,7.7069520437721275,1.0711237231092596,10,3
AUT,Austria,Austria,Risk Preparation,1.0,1.0229007633587786,0.21125853245719553,3,1
AU1,Australia,Australia,Risk Preparation,1.0,1.0036801697091056,0.18195599394595863,10,1
ARM,Armenia,Armenia,Risk Preparation,6.0,6.0606203007518795,0.9457015887298832,8,3
ARG,Argentina,Argentina,Risk Preparation,6.0,5.977696712995559,0.33831382433484763,10,3
ATG,Antigua and Barbuda,Antigua and Barbuda,Risk Preparation,1.0,1.0,0.0,1,1
AGO,Angola,Angola,Risk Preparation,1.0,1.5842144534022458,4.638991034002138,63,1
AND,Andorra,Andorra,Risk Preparation,1.0,1.0,0.0,1,1
DZA,Algeria,Algeria,Risk Preparation,6.0,6.018618266050024,0.5683605212205063,63,1
ALB,Albania,Albania,Risk Preparation,6.0,5.538939321548018,1.2768055511055283,10,1
AFG,Afghanistan,Afghanistan,Risk Preparation,10.0,9.826580268415121,2.311607608487483,63,1
KAS,Kashmir,Siachen Glacier,Risk Preparation,8.0,7.931818181818182,0.4298199379546752,8,4
NL1,Netherlands,Sint Maarten,Risk Preparation,1.0,1.0,0.0,1,1
TUV,Tuvalu,Tuvalu,Risk Preparation,--,--,--,--,--
