SOV_A3,SOVEREIGNTY,ADMIN,RISK_TYPE,RISK_MEDIAN,RISK_MEAN,RISK_STD,RISK_MAX,RISK_MIN
SOL,Somaliland,Somaliland,Tropical Cyclones,3.0,3.0076901950013735,0.37454895497905566,10,1
SLB,Solomon Islands,Solomon Islands,Tropical Cyclones,8.0,8.038077969174978,1.05617414791762,10,5
SVK,Slovakia,Slovakia,Tropical Cyclones,1.0,1.0,0.0,1,1
SVN,Slovenia,Slovenia,Tropical Cyclones,1.0,1.0051020408163265,0.21422496709405117,10,1
SGP,Singapore,Singapore,Tropical Cyclones,3.0,3.0,0.0,3,3
SLE,Sierra Leone,Sierra Leone,Tropical Cyclones,1.0,1.0029182879377432,0.16203726434126547,10,1
SYC,Seychelles,Seychelles,Tropical Cyclones,10.0,10.0,0.0,10,10
SRB,Republic of Serbia,Republic of Serbia,Tropical Cyclones,1.0,1.0,0.0,1,1
SEN,Senegal,Senegal,Tropical Cyclones,1.0,1.0010223787345223,0.09591852455299806,10,1
SAU,Saudi Arabia,Saudi Arabia,Tropical Cyclones,1.0,1.9773360331377003,1.0036423473042415,10,1
STP,São Tomé and Principe,São Tomé and Principe,Tropical Cyclones,1.0,1.0,0.0,1,1
SMR,San Marino,San Marino,Tropical Cyclones,1.0,1.0,0.0,1,1
WSM,Samoa,Samoa,Tropical Cyclones,10.0,10.0,0.0,10,10
VCT,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,Tropical Cyclones,10.0,9.857142857142858,0.34992710611188255,10,9
LCA,Saint Lucia,Saint Lucia,Tropical Cyclones,10.0,9.791666666666666,0.4061164310337068,10,9
KNA,Saint Kitts and Nevis,Saint Kitts and Nevis,Tropical Cyclones,10.0,9.545454545454545,0.49792959773196915,10,9
RWA,Rwanda,Rwanda,Tropical Cyclones,3.0,2.9699530516431927,0.2432921651185224,3,1
RUS,Russia,Russia,Tropical Cyclones,1.0,1.2844960256206812,1.1422145722268087,10,1
ROU,Romania,Romania,Tropical Cyclones,1.0,1.0,0.0,1,1
QAT,Qatar,Qatar,Tropical Cyclones,3.0,2.9911816578483243,0.3587060527174835,10,1
PRT,Portugal,Portugal,Tropical Cyclones,1.0,1.2150218613366646,1.3743952674457582,10,1
POL,Poland,Poland,Tropical Cyclones,1.0,1.0077619663648125,0.2641920686952266,10,1
PHL,Philippines,Philippines,Tropical Cyclones,10.0,9.739372549019608,0.664679488168201,10,5
PER,Peru,Peru,Tropical Cyclones,1.0,1.2565602868508838,0.6857392565927449,10,1
PRY,Paraguay,Paraguay,Tropical Cyclones,1.0,1.0,0.0,1,1
PNG,Papua New Guinea,Papua New Guinea,Tropical Cyclones,3.0,3.6296691027202597,1.5245436782345037,10,1
PAN,Panama,Panama,Tropical Cyclones,3.0,3.0374921235034655,0.44852851808827593,10,1
PLW,Palau,Palau,Tropical Cyclones,9.5,9.5,0.5,10,9
PAK,Pakistan,Pakistan,Tropical Cyclones,3.0,3.3530613078462608,1.0137545676985484,10,3
OMN,Oman,Oman,Tropical Cyclones,3.0,3.797603106588109,1.4179759320671808,10,1
NOR,Norway,Norway,Tropical Cyclones,1.0,1.24588664180863,1.467146732831364,10,1
PRK,North Korea,North Korea,Tropical Cyclones,10.0,9.502331399977255,0.8416137368496069,10,8
NGA,Nigeria,Nigeria,Tropical Cyclones,1.0,1.0,0.0,1,1
NER,Niger,Niger,Tropical Cyclones,1.0,1.0,0.0,1,1
NIC,Nicaragua,Nicaragua,Tropical Cyclones,8.0,7.881567387102442,0.7234040194200846,10,5
NZ1,New Zealand,New Zealand,Tropical Cyclones,8.0,7.994020557422416,0.26789358722873874,10,5
NL1,Netherlands,Netherlands,Tropical Cyclones,1.0,1.3969983054950375,1.8366427368884062,10,1
NL1,Netherlands,Aruba,Tropical Cyclones,8.0,8.0,0.0,8,8
NL1,Netherlands,Curaçao,Tropical Cyclones,8.0,8.0,0.0,8,8
NPL,Nepal,Nepal,Tropical Cyclones,3.0,3.0,0.0,3,3
NRU,Nauru,Nauru,Tropical Cyclones,5.0,5.0,0.0,5,5
NAM,Namibia,Namibia,Tropical Cyclones,1.0,1.6990944628630809,0.9581059008007985,10,1
MOZ,Mozambique,Mozambique,Tropical Cyclones,6.0,5.5721405295873385,2.235055586197353,10,1
MAR,Morocco,Morocco,Tropical Cyclones,1.0,1.0022104875353064,0.1410301441629194,10,1
SAH,Western Sahara,Western Sahara,Tropical Cyclones,1.0,1.0,0.0,1,1
MNE,Montenegro,Montenegro,Tropical Cyclones,1.0,1.0,0.0,1,1
MNG,Mongolia,Mongolia,Tropical Cyclones,3.0,2.2688500707011556,0.962966993564259,3,1
MDA,Moldova,Moldova,Tropical Cyclones,1.0,1.0,0.0,1,1
MCO,Monaco,Monaco,Tropical Cyclones,1.0,1.0,0.0,1,1
MEX,Mexico,Mexico,Tropical Cyclones,8.0,8.50324970227883,1.7864529270236513,10,3
MUS,Mauritius,Mauritius,Tropical Cyclones,10.0,10.0,0.0,10,10
MRT,Mauritania,Mauritania,Tropical Cyclones,1.0,1.0,0.0,1,1
MLT,Malta,Malta,Tropical Cyclones,1.0,1.0,0.0,1,1
MLI,Mali,Mali,Tropical Cyclones,1.0,1.0,0.0,1,1
MDV,Maldives,Maldives,Tropical Cyclones,10.0,10.0,0.0,10,10
MYS,Malaysia,Malaysia,Tropical Cyclones,3.0,3.112230841731313,0.6097557881221001,10,1
MWI,Malawi,Malawi,Tropical Cyclones,3.0,3.367874669686674,1.001321537940939,8,3
MDG,Madagascar,Madagascar,Tropical Cyclones,10.0,9.981760535784261,0.1338162402732249,10,9
MKD,North Macedonia,North Macedonia,Tropical Cyclones,1.0,1.0,0.0,1,1
LUX,Luxembourg,Luxembourg,Tropical Cyclones,1.0,1.0,0.0,1,1
LTU,Lithuania,Lithuania,Tropical Cyclones,1.0,1.0053847074308964,0.22007583193969746,10,1
LIE,Liechtenstein,Liechtenstein,Tropical Cyclones,1.0,1.0,0.0,1,1
LBY,Libya,Libya,Tropical Cyclones,1.0,1.0005229335409573,0.068601227460794,10,1
LBR,Liberia,Liberia,Tropical Cyclones,1.0,1.0,0.0,1,1
LSO,Lesotho,Lesotho,Tropical Cyclones,3.0,3.0,0.0,3,3
LBN,Lebanon,Lebanon,Tropical Cyclones,1.0,1.0,0.0,1,1
LVA,Latvia,Latvia,Tropical Cyclones,1.0,1.0049983338887039,0.2120377835591358,10,1
LAO,Laos,Laos,Tropical Cyclones,8.0,8.835051546391753,0.9920816168794241,10,6
KGZ,Kyrgyzstan,Kyrgyzstan,Tropical Cyclones,3.0,3.0,0.0,3,3
KWT,Kuwait,Kuwait,Tropical Cyclones,3.0,2.9896157840083073,0.14373795616197946,3,1
KIR,Kiribati,Kiribati,Tropical Cyclones,10.0,8.536585365853659,2.27497050075337,10,5
KEN,Kenya,Kenya,Tropical Cyclones,3.0,2.9654383429672446,0.2602462284872293,3,1
JOR,Jordan,Jordan,Tropical Cyclones,1.0,1.0,0.0,1,1
JPN,Japan,Japan,Tropical Cyclones,10.0,9.946972742622819,0.2240878563247799,10,9
JAM,Jamaica,Jamaica,Tropical Cyclones,10.0,9.911242603550296,0.2843932506674063,10,9
ITA,Italy,Italy,Tropical Cyclones,1.0,1.001918485675307,0.13138755835495328,10,1
IS1,Israel,Palestine,Tropical Cyclones,1.0,1.0,0.0,1,1
IRL,Ireland,Ireland,Tropical Cyclones,1.0,1.0067331670822943,0.24607553352922,10,1
IRQ,Iraq,Iraq,Tropical Cyclones,1.0,1.1645346610494063,0.5489155457574991,3,1
IRN,Iran,Iran,Tropical Cyclones,3.0,2.7863967645010033,0.6722924842619408,10,1
IDN,Indonesia,Indonesia,Tropical Cyclones,3.0,3.263434512701375,1.1995568110673933,10,1
IND,India,India,Tropical Cyclones,3.0,4.407360123981378,1.93568842402887,10,3
